"user_id","budget","vis","index","block","response","trial"
"2e14d4df","0","ensembles",19,"single",0,8
"2e14d4df","0","ensembles",20,"single",0,11
"2e14d4df","0","ensembles",1,"multiple",0,3
"2e14d4df","0","ensembles",2,"multiple",0,12
"2e14d4df","0","ensembles",3,"multiple",0,9
"2e14d4df","0","ensembles",4,"multiple",1,102
"2e14d4df","0","ensembles",5,"multiple",0,11
"2e14d4df","0","ensembles",6,"multiple",0,6
"2e14d4df","0","ensembles",7,"multiple",0,4
"2e14d4df","0","ensembles",8,"multiple",0,10
"2e14d4df","0","ensembles",9,"multiple",1,2
"2e14d4df","0","ensembles",10,"multiple",1,1
"2e14d4df","0","ensembles",11,"multiple",0,101
"2e14d4df","0","ensembles",12,"multiple",0,7
"2e14d4df","0","ensembles",13,"multiple",0,5
"2e14d4df","0","ensembles",14,"multiple",0,8
"fcfe698f","8000","ensembles",1,"single",0,16
"fcfe698f","8000","ensembles",2,"single",0,15
"fcfe698f","8000","ensembles",3,"single",0,10
"fcfe698f","8000","ensembles",4,"single",1,3
"fcfe698f","8000","ensembles",5,"single",1,8
"fcfe698f","8000","ensembles",6,"single",1,9
"fcfe698f","8000","ensembles",7,"single",0,13
"fcfe698f","8000","ensembles",8,"single",1,102
"fcfe698f","8000","ensembles",9,"single",0,18
"fcfe698f","8000","ensembles",10,"single",1,4
"fcfe698f","8000","ensembles",11,"single",1,7
"fcfe698f","8000","ensembles",12,"single",0,101
"fcfe698f","8000","ensembles",13,"single",1,5
"fcfe698f","8000","ensembles",14,"single",1,1
"fcfe698f","8000","ensembles",15,"single",0,12
"fcfe698f","8000","ensembles",16,"single",1,6
"fcfe698f","8000","ensembles",17,"single",0,17
"fcfe698f","8000","ensembles",18,"single",0,14
"fcfe698f","8000","ensembles",19,"single",1,11
"fcfe698f","8000","ensembles",20,"single",1,2
"fcfe698f","8000","ensembles",1,"multiple",1,8
"fcfe698f","8000","ensembles",2,"multiple",0,6
"fcfe698f","8000","ensembles",3,"multiple",1,2
"fcfe698f","8000","ensembles",4,"multiple",1,5
"fcfe698f","8000","ensembles",5,"multiple",1,102
"fcfe698f","8000","ensembles",6,"multiple",1,3
"fcfe698f","8000","ensembles",7,"multiple",0,12
"fcfe698f","8000","ensembles",8,"multiple",0,10
"fcfe698f","8000","ensembles",9,"multiple",1,4
"fcfe698f","8000","ensembles",10,"multiple",0,11
"fcfe698f","8000","ensembles",11,"multiple",0,101
"fcfe698f","8000","ensembles",12,"multiple",1,9
"fcfe698f","8000","ensembles",13,"multiple",1,7
"fcfe698f","8000","ensembles",14,"multiple",1,1
"526e0b66","3000","ensembles",1,"single",0,11
"526e0b66","3000","ensembles",2,"single",0,15
"526e0b66","3000","ensembles",3,"single",0,14
"526e0b66","3000","ensembles",4,"single",1,2
"526e0b66","3000","ensembles",5,"single",1,1
"526e0b66","3000","ensembles",6,"single",0,13
"526e0b66","3000","ensembles",7,"single",0,18
"526e0b66","3000","ensembles",8,"single",0,10
"526e0b66","3000","ensembles",9,"single",0,9
"526e0b66","3000","ensembles",10,"single",0,8
"526e0b66","3000","ensembles",11,"single",0,17
"526e0b66","3000","ensembles",12,"single",1,102
"526e0b66","3000","ensembles",13,"single",1,5
"526e0b66","3000","ensembles",14,"single",0,6
"526e0b66","3000","ensembles",15,"single",0,7
"526e0b66","3000","ensembles",16,"single",0,101
"526e0b66","3000","ensembles",17,"single",1,3
"526e0b66","3000","ensembles",18,"single",0,16
"526e0b66","3000","ensembles",19,"single",0,12
"526e0b66","3000","ensembles",20,"single",1,4
"526e0b66","3000","ensembles",1,"multiple",1,1
"526e0b66","3000","ensembles",2,"multiple",0,9
"526e0b66","3000","ensembles",3,"multiple",1,5
"526e0b66","3000","ensembles",4,"multiple",0,11
"526e0b66","3000","ensembles",5,"multiple",1,102
"526e0b66","3000","ensembles",6,"multiple",0,6
"526e0b66","3000","ensembles",7,"multiple",0,7
"526e0b66","3000","ensembles",8,"multiple",0,12
"526e0b66","3000","ensembles",9,"multiple",0,101
"526e0b66","3000","ensembles",10,"multiple",1,4
"526e0b66","3000","ensembles",11,"multiple",1,2
"526e0b66","3000","ensembles",12,"multiple",0,10
"526e0b66","3000","ensembles",13,"multiple",0,8
"526e0b66","3000","ensembles",14,"multiple",1,3
"80c0c48d","-8000","ensembles",1,"single",0,16
"80c0c48d","-8000","ensembles",2,"single",0,9
"80c0c48d","-8000","ensembles",3,"single",0,17
"80c0c48d","-8000","ensembles",4,"single",1,2
"80c0c48d","-8000","ensembles",5,"single",0,11
"80c0c48d","-8000","ensembles",6,"single",0,13
"80c0c48d","-8000","ensembles",7,"single",0,101
"80c0c48d","-8000","ensembles",8,"single",1,6
"80c0c48d","-8000","ensembles",9,"single",1,8
"80c0c48d","-8000","ensembles",10,"single",0,12
"80c0c48d","-8000","ensembles",11,"single",0,18
"80c0c48d","-8000","ensembles",12,"single",0,10
"80c0c48d","-8000","ensembles",13,"single",1,4
"80c0c48d","-8000","ensembles",14,"single",1,102
"80c0c48d","-8000","ensembles",15,"single",0,15
"80c0c48d","-8000","ensembles",16,"single",1,3
"80c0c48d","-8000","ensembles",17,"single",1,1
"80c0c48d","-8000","ensembles",18,"single",0,5
"80c0c48d","-8000","ensembles",19,"single",0,7
"80c0c48d","-8000","ensembles",20,"single",0,14
"80c0c48d","-8000","ensembles",1,"multiple",1,7
"80c0c48d","-8000","ensembles",2,"multiple",0,10
"80c0c48d","-8000","ensembles",3,"multiple",1,4
"80c0c48d","-8000","ensembles",4,"multiple",1,102
"80c0c48d","-8000","ensembles",5,"multiple",1,6
"80c0c48d","-8000","ensembles",6,"multiple",0,11
"80c0c48d","-8000","ensembles",7,"multiple",0,8
"80c0c48d","-8000","ensembles",8,"multiple",0,101
"80c0c48d","-8000","ensembles",9,"multiple",0,12
"80c0c48d","-8000","ensembles",10,"multiple",1,2
"80c0c48d","-8000","ensembles",11,"multiple",1,1
"80c0c48d","-8000","ensembles",12,"multiple",1,3
"80c0c48d","-8000","ensembles",13,"multiple",1,5
"80c0c48d","-8000","ensembles",14,"multiple",0,9
"8f4cf670","-10000","pbox",1,"single",0,8
"8f4cf670","-10000","pbox",2,"single",0,15
"8f4cf670","-10000","pbox",3,"single",0,17
"8f4cf670","-10000","pbox",4,"single",0,16
"8f4cf670","-10000","pbox",5,"single",1,5
"8f4cf670","-10000","pbox",6,"single",1,102
"8f4cf670","-10000","pbox",7,"single",0,12
"8f4cf670","-10000","pbox",8,"single",0,14
"8f4cf670","-10000","pbox",9,"single",1,1
"8f4cf670","-10000","pbox",10,"single",1,6
"8f4cf670","-10000","pbox",11,"single",0,101
"8f4cf670","-10000","pbox",12,"single",1,2
"8f4cf670","-10000","pbox",13,"single",1,13
"8f4cf670","-10000","pbox",14,"single",1,4
"8f4cf670","-10000","pbox",15,"single",1,7
"8f4cf670","-10000","pbox",16,"single",0,9
"8f4cf670","-10000","pbox",17,"single",0,18
"8f4cf670","-10000","pbox",18,"single",0,10
"8f4cf670","-10000","pbox",19,"single",0,11
"8f4cf670","-10000","pbox",20,"single",1,3
"8f4cf670","-10000","pbox",1,"multiple",0,8
"8f4cf670","-10000","pbox",2,"multiple",0,11
"8f4cf670","-10000","pbox",3,"multiple",0,10
"8f4cf670","-10000","pbox",4,"multiple",0,101
"8f4cf670","-10000","pbox",5,"multiple",1,1
"8f4cf670","-10000","pbox",6,"multiple",0,3
"8f4cf670","-10000","pbox",7,"multiple",0,9
"8f4cf670","-10000","pbox",8,"multiple",1,102
"8f4cf670","-10000","pbox",9,"multiple",0,4
"8f4cf670","-10000","pbox",10,"multiple",0,5
"8f4cf670","-10000","pbox",11,"multiple",0,12
"8f4cf670","-10000","pbox",12,"multiple",0,6
"8f4cf670","-10000","pbox",13,"multiple",0,7
"8f4cf670","-10000","pbox",14,"multiple",1,2
"7372b1bb","7000","ensembles",1,"single",0,6
"7372b1bb","7000","ensembles",2,"single",1,4
"7372b1bb","7000","ensembles",3,"single",0,9
"7372b1bb","7000","ensembles",4,"single",1,5
"7372b1bb","7000","ensembles",5,"single",1,2
"7372b1bb","7000","ensembles",6,"single",0,10
"7372b1bb","7000","ensembles",7,"single",1,3
"7372b1bb","7000","ensembles",8,"single",0,101
"7372b1bb","7000","ensembles",9,"single",0,14
"7372b1bb","7000","ensembles",10,"single",1,1
"7372b1bb","7000","ensembles",11,"single",0,8
"7372b1bb","7000","ensembles",12,"single",1,102
"7372b1bb","7000","ensembles",13,"single",0,12
"7372b1bb","7000","ensembles",14,"single",0,11
"7372b1bb","7000","ensembles",15,"single",0,13
"7372b1bb","7000","ensembles",16,"single",1,7
"7372b1bb","7000","ensembles",17,"single",0,18
"7372b1bb","7000","ensembles",18,"single",0,15
"7372b1bb","7000","ensembles",19,"single",0,17
"7372b1bb","7000","ensembles",20,"single",0,16
"7372b1bb","7000","ensembles",1,"multiple",0,8
"7372b1bb","7000","ensembles",2,"multiple",1,2
"7372b1bb","7000","ensembles",3,"multiple",1,102
"7372b1bb","7000","ensembles",4,"multiple",1,1
"7372b1bb","7000","ensembles",5,"multiple",1,3
"7372b1bb","7000","ensembles",6,"multiple",1,5
"7372b1bb","7000","ensembles",7,"multiple",0,6
"7372b1bb","7000","ensembles",8,"multiple",0,7
"7372b1bb","7000","ensembles",9,"multiple",1,4
"7372b1bb","7000","ensembles",10,"multiple",0,9
"7372b1bb","7000","ensembles",11,"multiple",0,101
"7372b1bb","7000","ensembles",12,"multiple",0,10
"7372b1bb","7000","ensembles",13,"multiple",0,12
"7372b1bb","7000","ensembles",14,"multiple",0,11
"1288d7d4","-4000","pbox",1,"single",0,2
"1288d7d4","-4000","pbox",2,"single",0,17
"1288d7d4","-4000","pbox",3,"single",1,7
"1288d7d4","-4000","pbox",4,"single",0,101
"1288d7d4","-4000","pbox",5,"single",0,15
"1288d7d4","-4000","pbox",6,"single",0,18
"1288d7d4","-4000","pbox",7,"single",1,9
"1288d7d4","-4000","pbox",8,"single",0,16
"1288d7d4","-4000","pbox",9,"single",1,5
"1288d7d4","-4000","pbox",10,"single",0,102
"1288d7d4","-4000","pbox",11,"single",0,8
"1288d7d4","-4000","pbox",12,"single",1,6
"1288d7d4","-4000","pbox",13,"single",1,1
"1288d7d4","-4000","pbox",14,"single",1,12
"1288d7d4","-4000","pbox",15,"single",1,3
"1288d7d4","-4000","pbox",16,"single",1,14
"1288d7d4","-4000","pbox",17,"single",1,13
"1288d7d4","-4000","pbox",18,"single",1,4
"1288d7d4","-4000","pbox",19,"single",1,11
"1288d7d4","-4000","pbox",20,"single",1,10
"1288d7d4","-4000","pbox",1,"multiple",1,5
"1288d7d4","-4000","pbox",2,"multiple",0,11
"1288d7d4","-4000","pbox",3,"multiple",0,101
"1288d7d4","-4000","pbox",4,"multiple",1,4
"1288d7d4","-4000","pbox",5,"multiple",1,10
"1288d7d4","-4000","pbox",6,"multiple",1,1
"1288d7d4","-4000","pbox",7,"multiple",1,6
"1288d7d4","-4000","pbox",8,"multiple",1,2
"1288d7d4","-4000","pbox",9,"multiple",1,9
"1288d7d4","-4000","pbox",10,"multiple",1,102
"1288d7d4","-4000","pbox",11,"multiple",1,8
"1288d7d4","-4000","pbox",12,"multiple",1,3
"1288d7d4","-4000","pbox",13,"multiple",1,12
"1288d7d4","-4000","pbox",14,"multiple",1,7
"aebaa975","9000","pbox",1,"single",0,13
"aebaa975","9000","pbox",2,"single",0,12
"aebaa975","9000","pbox",3,"single",1,5
"aebaa975","9000","pbox",4,"single",1,3
"aebaa975","9000","pbox",5,"single",0,101
"aebaa975","9000","pbox",6,"single",1,6
"aebaa975","9000","pbox",7,"single",0,14
"aebaa975","9000","pbox",8,"single",0,16
"aebaa975","9000","pbox",9,"single",1,8
"aebaa975","9000","pbox",10,"single",1,9
"aebaa975","9000","pbox",11,"single",0,11
"aebaa975","9000","pbox",12,"single",0,10
"aebaa975","9000","pbox",13,"single",1,4
"aebaa975","9000","pbox",14,"single",1,7
"aebaa975","9000","pbox",15,"single",1,102
"aebaa975","9000","pbox",16,"single",1,2
"aebaa975","9000","pbox",17,"single",0,17
"aebaa975","9000","pbox",18,"single",0,18
"aebaa975","9000","pbox",19,"single",0,15
"aebaa975","9000","pbox",20,"single",1,1
"aebaa975","9000","pbox",1,"multiple",0,8
"aebaa975","9000","pbox",2,"multiple",1,6
"aebaa975","9000","pbox",3,"multiple",1,3
"aebaa975","9000","pbox",4,"multiple",0,101
"aebaa975","9000","pbox",5,"multiple",1,7
"aebaa975","9000","pbox",6,"multiple",1,5
"aebaa975","9000","pbox",7,"multiple",1,2
"aebaa975","9000","pbox",8,"multiple",1,4
"aebaa975","9000","pbox",9,"multiple",1,102
"aebaa975","9000","pbox",10,"multiple",0,11
"aebaa975","9000","pbox",11,"multiple",0,9
"aebaa975","9000","pbox",12,"multiple",0,12
"aebaa975","9000","pbox",13,"multiple",0,10
"aebaa975","9000","pbox",14,"multiple",1,1
"2761281a","5000","ensembles",1,"single",0,14
"2761281a","5000","ensembles",2,"single",0,13
"2761281a","5000","ensembles",3,"single",0,18
"2761281a","5000","ensembles",4,"single",1,102
"2761281a","5000","ensembles",5,"single",0,11
"2761281a","5000","ensembles",6,"single",1,2
"2761281a","5000","ensembles",7,"single",0,10
"2761281a","5000","ensembles",8,"single",1,1
"2761281a","5000","ensembles",9,"single",0,16
"2761281a","5000","ensembles",10,"single",1,5
"2761281a","5000","ensembles",11,"single",0,101
"2761281a","5000","ensembles",12,"single",0,9
"2761281a","5000","ensembles",13,"single",1,8
"2761281a","5000","ensembles",14,"single",1,6
"2761281a","5000","ensembles",15,"single",0,17
"2761281a","5000","ensembles",16,"single",0,12
"2761281a","5000","ensembles",17,"single",1,4
"2761281a","5000","ensembles",18,"single",0,15
"2761281a","5000","ensembles",19,"single",1,3
"2761281a","5000","ensembles",20,"single",1,7
"2761281a","5000","ensembles",1,"multiple",1,6
"2761281a","5000","ensembles",2,"multiple",1,1
"2761281a","5000","ensembles",3,"multiple",0,8
"2761281a","5000","ensembles",4,"multiple",0,12
"2761281a","5000","ensembles",5,"multiple",1,102
"2761281a","5000","ensembles",6,"multiple",1,4
"2761281a","5000","ensembles",7,"multiple",0,9
"2761281a","5000","ensembles",8,"multiple",0,11
"2761281a","5000","ensembles",9,"multiple",0,7
"2761281a","5000","ensembles",10,"multiple",1,3
"2761281a","5000","ensembles",11,"multiple",0,101
"2761281a","5000","ensembles",12,"multiple",0,10
"2761281a","5000","ensembles",13,"multiple",1,2
"2761281a","5000","ensembles",14,"multiple",1,5
"d9aefe96","11000","pbox",1,"single",0,16
"d9aefe96","11000","pbox",2,"single",1,4
"d9aefe96","11000","pbox",3,"single",1,102
"d9aefe96","11000","pbox",4,"single",0,10
"d9aefe96","11000","pbox",5,"single",0,14
"d9aefe96","11000","pbox",6,"single",0,18
"d9aefe96","11000","pbox",7,"single",0,9
"d9aefe96","11000","pbox",8,"single",1,7
"d9aefe96","11000","pbox",9,"single",0,8
"d9aefe96","11000","pbox",10,"single",1,2
"d9aefe96","11000","pbox",11,"single",0,13
"d9aefe96","11000","pbox",12,"single",0,17
"d9aefe96","11000","pbox",13,"single",0,12
"d9aefe96","11000","pbox",14,"single",1,5
"d9aefe96","11000","pbox",15,"single",0,101
"d9aefe96","11000","pbox",16,"single",1,6
"d9aefe96","11000","pbox",17,"single",1,1
"d9aefe96","11000","pbox",18,"single",0,15
"d9aefe96","11000","pbox",19,"single",0,11
"d9aefe96","11000","pbox",20,"single",1,3
"d9aefe96","11000","pbox",1,"multiple",0,11
"d9aefe96","11000","pbox",2,"multiple",1,8
"d9aefe96","11000","pbox",3,"multiple",0,9
"d9aefe96","11000","pbox",4,"multiple",0,12
"d9aefe96","11000","pbox",5,"multiple",1,5
"d9aefe96","11000","pbox",6,"multiple",0,101
"d9aefe96","11000","pbox",7,"multiple",1,6
"d9aefe96","11000","pbox",8,"multiple",1,3
"d9aefe96","11000","pbox",9,"multiple",1,4
"d9aefe96","11000","pbox",10,"multiple",1,102
"d9aefe96","11000","pbox",11,"multiple",1,1
"d9aefe96","11000","pbox",12,"multiple",0,10
"d9aefe96","11000","pbox",13,"multiple",0,7
"d9aefe96","11000","pbox",14,"multiple",1,2
"6598630f","12000","pbox",1,"single",1,4
"6598630f","12000","pbox",2,"single",1,5
"6598630f","12000","pbox",3,"single",0,14
"6598630f","12000","pbox",4,"single",0,18
"6598630f","12000","pbox",5,"single",0,17
"6598630f","12000","pbox",6,"single",1,6
"6598630f","12000","pbox",7,"single",0,7
"6598630f","12000","pbox",8,"single",0,9
"6598630f","12000","pbox",9,"single",0,11
"6598630f","12000","pbox",10,"single",1,1
"6598630f","12000","pbox",11,"single",0,101
"6598630f","12000","pbox",12,"single",0,12
"6598630f","12000","pbox",13,"single",0,15
"6598630f","12000","pbox",14,"single",1,102
"6598630f","12000","pbox",15,"single",0,10
"6598630f","12000","pbox",16,"single",0,16
"6598630f","12000","pbox",17,"single",1,2
"6598630f","12000","pbox",18,"single",0,8
"6598630f","12000","pbox",19,"single",1,3
"6598630f","12000","pbox",20,"single",0,13
"6598630f","12000","pbox",1,"multiple",0,11
"6598630f","12000","pbox",2,"multiple",1,3
"6598630f","12000","pbox",3,"multiple",1,4
"6598630f","12000","pbox",4,"multiple",0,7
"6598630f","12000","pbox",5,"multiple",0,101
"6598630f","12000","pbox",6,"multiple",0,6
"6598630f","12000","pbox",7,"multiple",0,12
"6598630f","12000","pbox",8,"multiple",0,8
"6598630f","12000","pbox",9,"multiple",0,10
"6598630f","12000","pbox",10,"multiple",1,102
"6598630f","12000","pbox",11,"multiple",1,1
"6598630f","12000","pbox",12,"multiple",1,5
"6598630f","12000","pbox",13,"multiple",1,2
"6598630f","12000","pbox",14,"multiple",0,9
"6788debb","7000","ensembles",1,"single",1,1
"6788debb","7000","ensembles",2,"single",0,11
"6788debb","7000","ensembles",3,"single",1,5
"6788debb","7000","ensembles",4,"single",0,101
"6788debb","7000","ensembles",5,"single",0,13
"6788debb","7000","ensembles",6,"single",0,16
"6788debb","7000","ensembles",7,"single",0,10
"6788debb","7000","ensembles",8,"single",1,102
"6788debb","7000","ensembles",9,"single",0,9
"6788debb","7000","ensembles",10,"single",0,14
"6788debb","7000","ensembles",11,"single",0,18
"6788debb","7000","ensembles",12,"single",1,6
